# Exact Riemann solution for problem:	Toro-4
# Discretization:	zonal
# Domain bounds:	0.00000e+00	1.00000e+00
# Iterface position:	4.00000e-01
# Gamma:	1.40000e+00
# Left  state [dens,velx,pres]:	5.99924e+00	1.95975e+01	4.60894e+02
# Right state [dens,velx,pres]:	5.99242e+00	-6.19633e+00	4.60950e+01
# Time:	3.50000e-02
                x	    dens [$\rho$]	      mom [$\mu$]	   e [$\epsilon$]	       pres [$p$]	             eint	       velx [$v$]	             cspd
  3.662500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.687500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.712500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.737500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.762500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.787500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.812500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.837500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.862500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.887500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.912500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.937500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
  3.962500000e-01	  5.999240000e+00	  1.175701059e+02	  2.304275075e+03	  4.608940000e+02	  1.920634947e+02	  1.959750000e+01	  1.037089953e+01
